"Question","Options","Correct Answer","Justification","revoir"
"Le concept de 'No Days Off' (aucun jour de repos)","L'idée qu'il faut continuer à travailler - même dans la douleur - sans jours de repos.","Le travail quotidien est essentiel à la réussite et au dépassement de soi.","Ne pas relâcher ses efforts - même lorsque l'on atteint un objectif.",""
"La résilience mentale","Renforcer la résilience mentale est un processus quotidien - et peut régresser si on n'affronte plus de défis.","La résilience mentale doit être entraînée en permanence.","Mettre en place des défis réguliers pour entraîner sa résilience mentale.",""
"L'importance de l'autodiscipline pour atteindre la grandeur","Goggins rejette les raccourcis et insiste sur la rigueur pour atteindre la grandeur.","L'autodiscipline est la clé pour atteindre le succès à long terme.","Pratiquer une autodiscipline rigoureuse sans céder aux tentations.",""
"Le futur appartient à ceux qui croient à la beauté de leurs rêves.","Motivation personnelle pour poursuivre ses objectifs.","Croyance dans ses rêves = moteur pour atteindre ses objectifs.","Cette punchline illustre l'importance de la foi en ses rêves et aspirations comme facteur clé de réussite. Se concentrer sur ses ambitions permet de les réaliser.",""
"Ce n'est pas la taille du chien dans le combat- mais la taille du combat dans le chien.","Encouragement dans un contexte de compétition.","La force de la détermination prévaut sur les limites physiques.","Elle montre que ce qui compte n'est pas la taille physique - mais la volonté de réussir. C'est une leçon de détermination face aux défis.",""
"Le succès- c'est se promener d'échec en échec tout en restant motivé.","Motiver les gens à persister face à l'échec.","Chaque échec est une opportunité pour grandir et avancer.","L'idée ici est que l'échec n'est pas final. Chaque échec est une chance de s'améliorer et de trouver de nouvelles solutions pour avancer.",""
"Le succès n’est pas la clé du bonheur- le bonheur est la clé du succès.","Montrer que le bonheur précède souvent le succès.","Le bonheur intrinsèque permet de réussir dans ce que l'on entreprend.","Il ne faut pas courir après le succès pour être heureux. Si vous êtes heureux dans ce que vous faites - le succès viendra naturellement.",""
"Un pessimiste voit la difficulté dans chaque opportunité ; un optimiste voit l'opportunité dans chaque difficulté.","Encourager une attitude positive face aux défis.","Une attitude positive transforme les défis en opportunités de croissance.","Ce proverbe oppose l'attitude pessimiste - qui voit seulement les problèmes - à l'attitude optimiste - qui voit des opportunités d'amélioration dans chaque défi.",""
"Celui qui déplace la montagne commence par de petites pierres.","Illustration de la persévérance dans l'accomplissement de grandes tâches.","Les grands objectifs sont atteints par de petites actions cohérentes.","Il s'agit de rappeler que chaque grande réalisation commence par de petits efforts. La patience et la persévérance sont essentielles.",""
"Goggins parle de la nécessité de créer une réalité alternative pour se motiver- en dépit de sa réalité actuelle.","Créer une fausse réalité pour dépasser ses limitations actuelles.","Créer une nouvelle réalité pour se motiver à dépasser ses limites.","Goggins mentionne qu'on doit se créer une fausse réalité pour trouver la motivation de changer.",""
"Huberman raconte comment une seule conversation peut provoquer des changements radicaux chez certaines personnes.","Un ami a perdu 60 livres et a arrêté de boire après une simple conversation.","Certaines personnes peuvent changer radicalement avec une simple conversation.","Huberman parle d'un exemple où un ami a totalement changé sa vie après une seule conversation sur la discipline.",""
"Goggins insiste sur l'idée que tout le monde sait ce qu'il doit faire- mais la difficulté réside dans l'exécution.","Les gens échouent parce qu'ils ne font pas ce qu'ils savent déjà devoir faire.","Tout le monde sait ce qu'il doit faire - mais l'exécution est la clé.","Goggins répète plusieurs fois que tout le monde sait déjà quoi faire - mais que la difficulté réside dans le passage à l'acte.",""
"Goggins met en évidence l'importance d'agir immédiatement- sans attendre un moment parfait.","Il faut commencer maintenant - peu importe les circonstances.","Ne jamais attendre l'heure parfaite pour agir.","Goggins met en garde contre l'attente d'un moment parfait et insiste sur l'importance de démarrer maintenant.",""
"Goggins parle de l'importance d'être prêt à affronter la douleur et l'échec pour avancer dans la vie.","Être prêt à souffrir et à répéter les efforts pour réussir.","Le succès vient avec l'acceptation de la douleur et de l'échec.","Il met en avant la nécessité de répéter les efforts et de s'habituer à l'inconfort pour atteindre la réussite.",""
"Huberman confie ses luttes personnelles avec la discipline et comment il doit changer sa méthode pour démarrer les choses.","L'importance de commencer à n'importe quel moment - même si ce n'est pas l'heure parfaite.","Changer ses habitudes de procrastination pour agir immédiatement.","Huberman partage une lutte personnelle avec la procrastination et comment il doit changer sa façon de démarrer les choses.",""
"Goggins explique que la confiance se construit à travers des efforts constants et une confrontation avec ses démons.","La confiance se gagne par la répétition et le fait de surmonter ses insécurités.","La confiance naît des actions répétées face aux difficultés.","Goggins partage comment il a dû affronter ses insécurités et construire sa confiance à travers la répétition et l'effort.",""
